BOR;AN;nofinesset;nofinessej;SPED;UPED;LIT_PED;PLA_PED;SEJHP_PED;SEJHC_PED;JOU_PED;EFFPL_PM;EFFPL_PED;EFFPA_PM;EFFPA_PED;ETP_PM;ETP_PED;GAR_PM;GAR_PED;AST_PM;AST_PED;EFFPL_INFNS;EFFPL_PUE;EFFPL_AUX;EFFPL_KINE;EFFPL_PSY;EFFPL_APNM;EFFPA_INFNS;EFFPA_PUE;EFFPA_AUX;EFFPA_KINE;EFFPA_PSY;ETP_INFNS;EFFPA_APNM;ETP_PUE;ETP_AUX;ETP_KINE;ETP_PSY;ETP_APNM
MCOPED;2018;620000026;620003814;1;0;2;1;21;99;276;2;1;;;0.1;0.05;0;0;0;0;8;;2;2;;8;;;;;;1.05;;;0.3;0.3;;1.1
MCOPED;2018;620000034;620100057;1;1;24;6;585;2633;6555;8;8;4;4;7.68;7.68;;1;;0;16;10;17;;1;11;2;7;3;1;;14.49;2;9.24;19.38;0.3;1;11.57
MCOPED;2018;620000224;620100651;1;1;20;2;417;1909;4434;5;4;1;1;3.7;3.12;0;0;1;1;0;8;6;0;0;10;4;6;6;0;0;4.11;2;9.86;9.45;0;0;8.47
MCOPED;2018;620000257;620100685;1;1;33;10;1456;3816;10160;9;9;8;7;10.64;10.64;1;1;0;0;27;7;20;0;1;11;9;3;5;0;1;22.17;5;8.02;19.74;0;1.3;12.99
MCOPED;2018;620000323;620101337;1;1;18;4;591;1809;4733;4;4;20;20;10.46;10.46;1;1;0;0;7;8;8;;;5;6;4;8;;2;9.17;1;9.46;12.93;;0.89;3.96
MCOPED;2018;620000349;620101360;1;1;12;;47;1482;2812;;;11;11;2.69;2.69;0;0;1;1;3;8;5;;;3;;3;3;;;1.12;0;6.9;5.52;;;2.3
MCOPED;2018;620000653;620103440;1;1;29;2;503;2619;5458;;;15;15;8.12;8.12;1;1;0;0;5;5;8;;1;14;5;6;7;;;9.48;1;10.12;12.56;;1;11.13
MCOPED;2018;620003202;620103432;1;0;18;2;154;1501;2444;2;1;6;6;5.09;4.09;;;;;2;9;;;;7;2;3;;;1;3.54;3;9.64;;;0.25;7.57
MCOPED;2018;630781268;630780989;1;1;68;18;111;4480;16563;10;10;2;2;4.74;4.74;1;;1;;21;24;35;;;21;20;17;17;;4;30.87;15;31.01;38.37;;1.52;27.41
MCOPED;2018;640000162;640780417;1;1;24;2;569;3575;6099;7;7;9;9;7.58;7.58;1;1;0;0;3;7;7;0;0;7;4;5;3;0;1;6.06;4;9.89;8.2;0;0.22;8.81
MCOPED;2018;640000402;640780813;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2018;640000600;640781290;1;1;24;4;1365;1844;5027;5;5;5;5;5.86;5.86;1;1;0;0;6;36;23;;1;18;5;25;12;1;1;9.22;1;52.13;29.13;0.13;0.96;20.24
MCOPED;2018;650000417;650783160;1;1;18;6;739;1204;2621;6;6;5;5;9.5;9.5;0;0;0;0;5;17;;;1;10;1;8;;;1;6.38;16;18.13;;;1.42;20.41
MCOPED;2018;660000084;660780180;1;1;25;5;964;2509;6077;9;9;5;5;9.7;9.7;;;;;23;8;7;;;18;2;;;;1;20.84;;6.9;7;;0.54;17.22
MCOPED;2018;670000157;670780337;1;1;18;2;272;1208;3271;5;5;7;7;6.13;6.13;1;1;0;0;5;6;;;;5;2;4;;1;3;5.48;11;8.24;;0.2;1.7;12.72
MCOPED;2018;670000165;670780345;1;1;9;1;38;544;1225;5;5;2;1;3.1;2.8;1;1;0;0;7;7;3;;;6;6;7;1;;1;6.7;3;7.83;2.75;;0.4;5.57
MCOPED;2018;670000397;670017755;1;0;14;;0;927;1934;1;1;1;1;2.57;2.54;;;;;1;;4;;;3;5;2;;;;4.81;3;2.06;3.97;;;4.65
MCOPED;2018;670780212;670014604;1;0;6;;0;245;424;5;;87;;27.65;;1;0;1;1;36;;;;;33;11;;;;;43.03;12;;;;;40.41
MCOPED;2018;670783273;670780055;1;1;106;25;4483;6876;24456;56;35;18;15;40;32.3;1;1;1;1;45;54;34;0;7;46;39;49;14;2;2;70.12;23;88.43;43.37;0.3;6.82;58.99
MCOPED;2018;680000684;680000973;1;1;58;13;1975;4519;9471;14;10;12;9;4.73;4.22;1;1;0;0;6;8;17;;;8;10;5;7;;;14.02;9;11.21;21.82;;;12.55
MCOPED;2018;680004546;680020336;1;0;48;5;1672;4357;11796;12;9;10;7;16.43;11.63;1;1;1;1;40;29;25;;2;29;1;;;2;3;33.32;17;25.83;22.07;0.81;2.36;31.99
MCOPED;2018;690000427;750721334;1;0;;2;519;0;0;2;1;;;1.5;1;0;0;1;0;1;;1;4;1;6;1;;;1;1;0.83;5;;1;1.97;0.54;5.16
MCOPED;2018;690000575;690782222;1;0;40;4;1379;2723;8669;;;22;17;7.01;5.02;1;1;0;0;6;1;4;;;9;18;7;1;;5;15.34;15;6.32;3.94;;2.32;17.25
MCOPED;2018;690000880;690783220;1;0;18;;0;2520;2711;4;4;3;3;6.16;6.16;;;;;18;6;13;0;2;14;3;1;1;0;2;7.4;;6.21;10.47;0;2.26;9.73
MCOPED;2018;690007539;690781810;1;1;242;75;18858;15188;53193;39;27;72;48;63.42;45.2;1;1;1;1;155;59;;1;2;282;41;31;;4;20;185.34;68;93.76;;3.6;11.57;284.93
MCOPED;2018;690019849;690781810;1;0;27;12;2660;783;3093;2;2;5;5;4.87;4.3;0;0;1;1;23;13;;;;40;4;1;;;1;28.28;5;12.17;;0.4;0.8;42.57
MCOPED;2018;690042080;690000732;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2018;690784178;690781810;1;0;;;180;233;968;;;;;0.4;0.1;0;0;0;0;;;;;;;;;;;;0.19;;;;;0.03;0.27
MCOPED;2018;690784186;690781810;1;0;37;1;210;935;10520;4;2;4;2;9.12;1.71;1;0;1;0;;;;;;;;;;;;21.68;;9.84;;;;18.98
MCOPED;2018;690807367;690003447;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2018;690807599;690006598;1;0;12;;0;473;2188;;;6;6;3.44;3.44;0;0;1;1;2;4;6;;;;1;;3;;1;2.57;1;4.33;9.78;;0.29;0.05
MCOPED;2018;700000029;700004591;1;0;14;4;412;2518;3532;3;3;2;2;4.2;4.2;;;;;4;8;10;;;2;3;10;3;;2;5.32;5;14.72;14.37;;1;6.04
MCOPED;2018;710010067;710780644;1;0;10;;0;1172;1884;6;;2;;2.18;;;;;;4;4;7;;;1;1;5;3;;;1.49;;6.18;7.43;;;1
MCOPED;2018;710010786;710781451;1;0;5;0;0;459;838;1;1;3;3;2.13;2.13;0;0;1;1;4;4;2;;;10;1;;1;;;1.18;3;1.2;0.83;;;2.38
MCOPED;2018;710978263;710780958;1;1;18;;0;3278;4705;4;4;2;2;1;1;1;1;;;8;5;5;;2;4;1;2;3;;0;8.74;0;7.85;9.11;;1.75;4.32
MCOPED;2018;710978289;710780263;1;1;16;0;58;1814;3580;4;;3;;6.74;;1;;1;;;8;21;15;;2;;4;1;6;;;12;6.35;15.38;14.57;;4.88
MCOPED;2018;710978347;570010181;1;;2;0;0;72;2;1;;1;;1.7;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2018;720000033;720000025;1;1;68;14;2749;6550;15891;3;1;9;6;8.44;4.4;1;1;1;1;13;4;16;;;5;29;5;32;;;32.45;7;7.24;37.13;;;9.14
MCOPED;2018;720016179;720016724;1;0;7;;277;637;1367;1;1;3;3;2.14;2.14;1;1;0;0;1;2;1;;;4;3;1;4;;1;3.4;2;2.8;3.3;;0.2;5.22
MCOPED;2018;730000031;730000015;1;1;36;6;600;4156;11488;10;10;9;8;15.28;15.28;1;1;;;6;11;0;0;1;16;6;8;0;0;3;9.02;22;15.5;0;0;1.86;27.76
MCOPED;2018;730000262;730002839;1;0;14;;0;1353;3196;4;4;3;3;4.84;4.84;0;0;1;1;;;;;;1;8;12;17;;;5.54;5;7.49;9.15;;;5.25
MCOPED;2018;740000237;740781133;1;1;34;4;378;3088;9120;3;3;12;10;9.46;9.38;1;1;0;0;14;8;18;;;3;4;4;11;;1;15.68;1;11.14;26.79;;0.03;2.41
MCOPED;2018;740000302;740781133;1;0;2;;0;87;230;;;;;;;0;0;1;1;;;;;;5;;;;;;;1;;;;;0.35
MCOPED;2018;740000328;740790381;1;;16;4;842;1719;3549;1;1;6;5;2.53;2.23;0;0;1;1;12;;2;;;7;8;;5;;;10.43;3;;3.23;;;6.82
MCOPED;2018;740781141;740790258;1;0;22;0;0;2479;4553;3;3;7;6;3.43;3.43;1;1;1;1;3;11;7;;;6;9;2;6;;1;8.46;4;11.89;10.08;;0.46;7.37
MCOPED;2018;740781224;740001839;1;1;22;4;702;1935;4931;;;5;;1.84;;;;;;8;2;4;;;5;7;4;6;;1;12.1;7;4.25;7.22;;0.75;8.71
MCOPED;2018;750000549;750150229;1;;13;0;400;367;2122;8;3;5;3;8.78;4.72;0;0;0;0;8;;3;;;11;2;;;;2;6.21;1;;2.89;;0.69;10.83
MCOPED;2018;750100109;750712184;1;1;235;43;7683;10925;35252;68;35;117;74;115.4;65.6;1;1;;;165;17;59;9;12;169;46;5;10;2;2;201.8;48;22.8;67.2;10.4;14.7;204.8
MCOPED;2018;750100166;750712184;1;0;10;6;1311;305;3490;;;10;;6.2;;;;;;16;;;;;9;;;;;;16;;;;;;9
MCOPED;2018;750100208;750712184;1;1;436;71;12259;22053;89582;71;;200;;248.69;;1;1;1;0;556;142;214;21;16;573;72;15;22;6;43;609.3;143;152.9;231;25.18;36.8;660.41
MCOPED;2018;750803454;750712184;1;1;281;49;13016;15458;51672;128;76;66;25;109.87;62.39;1;1;1;1;302;74;214;0;11;81;83;11;32;0;14;361.22;31;84;223.06;0.98;17.03;91.02
MCOPED;2018;760000018;760780023;1;1;21;2;367;1416;3121;4;4;3;3;5.89;5.89;0;0;1;1;3;1;;;1;15;12;7;;;;12.55;10;7.04;;;0.7;21.2
MCOPED;2018;760000158;760780239;1;1;205;38;6011;8791;30007;37;27;14;11;39.32;26.62;1;1;0;0;96;48;76;;3;62;77;38;53;;6;139.72;22;67.96;102.04;;5.62;73.02
MCOPED;2018;760000364;760780734;1;0;10;0;0;936;2124;1;1;2;2;2.2;2.2;0;0;1;1;7;1;0;0;0;6;3;0;0;0;1;9.83;3;1;0;0;0.05;7.55
MCOPED;2018;760000463;760024042;1;;12;0;0;1219;3098;5;5;4;4;7.6;7.6;;1;;0;10;5;1;;;14;5;7;;;;7.09;9;5;1;;;17.13
MCOPED;2018;760025312;760000315;1;;8;;0;46;155;;;;;;;;;;;3;1;1;;;3;0;0;0;;;3.11;0;1;1;;;3.01
MCOPED;2018;760805770;760780726;1;1;53;14;1423;5749;11929;3;1;10;7;8.73;5.18;0;0;1;1;25;6;2;;0;35;31;12;3;;2;41.26;35;15.59;3.77;;1.22;51.19
MCOPED;2018;770000131;770021145;1;1;10;;0;992;2737;6;6;1;;5.4;5.2;1;1;0;0;6;2;9;;1;5;1;;;;;7.55;;1.63;7.9;;0.42;4.25
MCOPED;2018;770000149;770021152;1;1;17;3;485;1757;3364;;;9;9;4.44;4.44;1;1;0;0;;;;;;;40;7;27;;1;16.44;9;3.69;17.36;;0.5;8.54
MCOPED;2018;770000156;770110054;1;1;46;4;402;2505;5231;10;10;8;8;12.25;12.25;1;1;0;0;41;10;4;;1;23;7;4;;;1;40.53;10;9.83;0.38;;1.07;33.36
MCOPED;2018;770000164;770021152;1;0;9;1;232;836;2544;;;2;2;1.7;1.7;1;1;0;0;;;;;;;4;5;10;;1;4.64;4;4.46;7.62;;0.79;3.37
MCOPED;2018;770000172;770110070;1;1;14;2;47;1260;2893;5;5;;;5;5;;;;;7;5;5;;;5;3;1;4;;;9.75;1;4.75;6.89;;;4
MCOPED;2018;770000446;770021145;1;1;30;3;837;3586;8768;9;6;11;5;10.49;7.81;1;1;0;0;23;6;21;;;9;10;1;6;;3;30.37;1;6.3;19.39;;1.42;5.17
MCOPED;2018;770019032;770021145;1;0;25;2;1090;2175;6718;9;5;6;1;6.49;2.6;;;;;11;;7;;;8;1;;;;;13.89;1;;7.03;;;9.51
MCOPED;2018;780000287;780110011;1;1;32;9;858;3502;6735;5;5;1;1;4.1;4.1;;;;;13;5;27;2;;11;10;1;10;;2;14.87;2;4.5;25.73;0.3;0.73;8.49
MCOPED;2018;780000311;780001236;1;1;26;4;1286;3509;8980;9;8;8;7;6.56;6.33;0;;0;;12;13;11;;2;11;6;5;4;;;17.68;1;13.84;13.77;;2.27;11.8
MCOPED;2018;780000329;780110052;1;1;8;2;359;1121;2541;6;6;1;1;6.8;6.8;1;;0;;10;4;9;;;4;2;1;2;;;12.12;1;4.9;10.7;;;4.8
MCOPED;2018;780630026;750803900;1;0;1;8;1643;43;578;1;1;5;5;1.7;1.7;1;1;1;1;10;;9;;;;9;;4;;;1.64;1;;1.34;;;0.9
MCOPED;2018;780800256;780110078;1;1;34;6;1141;2938;9935;7;7;12;12;11.33;11.33;1;;;;14;10;14;;;9;4;5;4;;3;15.55;3;11.28;17.72;;1.88;11.07
MCOPED;2018;790000087;790000012;1;1;19;5;212;2183;5170;6;6;5;5;7.81;7.81;1;1;0;0;9;6;13;;1;5;9;1;7;;5;14.38;11;7.43;18.58;;1.83;9.96
MCOPED;2018;800000143;800000028;1;1;19;1;88;1360;3038;4;4;11;11;3.96;3.96;;;;;3;3;3;0;0;7;8;1;3;0;1;9.61;3;3.8;3.59;0;0.15;8.3
MCOPED;2018;800006124;800000044;1;1;70;15;3429;7557;24072;4;4;33;24;17.33;14.06;1;1;0;0;47;14;33;;;36;31;8;10;;3;66.21;15;21.48;38.41;;1.42;44.53
MCOPED;2018;810000505;810000331;1;1;10;2;395;1011;2770;1;1;5;5;2.18;2.18;0;0;1;1;5;5;1;;;2;4;1;4;;;5.3;4;5.83;3.41;;;3.61
MCOPED;2018;810000521;810000380;1;0;12;0;0;1498;2632;7;7;1;1;6.02;6.02;0;0;1;1;1;14;9;4;;3;1;7;5;4;;1;3;11.23;9.67;0.16;;2.47
MCOPED;2018;820000032;820000016;1;0;15;2;158;1562;2858;;;9;8;4.21;3.84;0;0;1;1;8;6;5;;;5;2;3;1;2;;9.05;7;8.38;5.73;0.29;;10.32
MCOPED;2018;830000287;830100525;1;0;11;2;12;1242;2674;4;4;2;2;4.15;4.15;0;0;1;1;4;8;3;0;0;8;1;3;2;0;2;4.24;8;8.19;4.6;0;0.45;9.46
MCOPED;2018;830000295;830100533;1;1;18;;0;1985;3906;5;;4;;3.16;;0;0;1;1;5;5;6;0;0;3;;3;4;0;0;3.84;5;7.85;9.23;;;4.26
MCOPED;2018;830000311;830100566;1;1;10;2;156;1267;2759;2;2;1;1;2.99;2.99;0;0;1;1;5;5;10;;;7;2;4;;;;6.16;3;7.9;10.05;;;8.66
MCOPED;2018;830000345;830100616;1;1;32;1;393;5404;10143;7;7;13;11;10.61;9.64;1;1;0;0;3;3;7;0;0;4;9;14;18;0;1;9;20;10.87;17.6;0;0.86;12.74
MCOPED;2018;830100558;690781810;1;0;2;2;226;26;197;1;1;1;1;0.36;0.36;1;1;0;0;;;;;;;;;;;;;;;;;;
MCOPED;2018;840001861;840006597;1;1;62;1;382;6395;11618;8;5;5;3;5.38;2.57;0;0;1;1;7;16;20;1;1;0;4;9;11;0;3;11.71;0;24;28.07;0.6;2.43;0
MCOPED;2018;850000142;850000019;1;1;27;3;492;3369;6173;;;15;;6.99;;;;;;9;1;12;;;9;6;13;16;;1;13.91;10;10.36;24.45;;0.1;14.24
MCOPED;2018;850000241;850000084;1;0;7;;0;775;1391;4;2;1;;1.88;1.88;0;0;1;1;9;1;4;;;22;;1;6;;;5.19;5;1.75;2.13;;;3.48
MCOPED;2018;850009630;850000035;1;;10;;0;982;1446;1;1;3;3;2.67;2.67;;;;;2;1;3;;;;3;2;4;;1;3.27;1;2.07;4.54;;0.21;0.05
MCOPED;2018;860000223;860014208;1;1;38;3;654;5594;12844;8;8;11;10;13.45;13;0;0;1;1;18;3;15;;;9;6;8;11;;;22.16;;5.19;19.24;;;8.35
MCOPED;2018;870014859;870000015;1;1;99;15;3044;4796;12322;39;22;2;0;24.1;15.53;1;1;1;1;64;43;29;6;1;76;30;24;9;1;1;85.32;14;63.13;36.95;6.78;1;88.13
MCOPED;2018;880000021;880007059;1;1;10;0;0;1176;1904;8;8;4;4;9.21;9.21;;;;;12;10;9;;;3;5;6;3;;;14.44;5;13.31;10.03;;;5.05
MCOPED;2018;880000047;880780077;1;;10;;0;1040;2184;2;2;;;2;2;0;0;1;1;4;7;7;;;1;1;5;;;;4.86;;11;6.07;;;1
MCOPED;2018;880000054;880007299;1;0;8;2;254;933;1394;1;1;2;2;1.93;1.93;0;0;1;1;1;1;;;;;1;7;14;;1;1.27;11;6.24;4.88;;0.12;3.2
MCOPED;2018;880000062;880780093;1;1;14;3;749;1432;2816;1;;4;4;2.63;1.63;0;0;1;1;;;;;;;15;7;0;0;2;7.48;27;1.99;0;0;0.99;12.49
MCOPED;2018;890975527;890000037;1;1;18;2;193;1918;4242;7;;1;;7.2;;1;;0;;15;6;9;;;7;2;2;3;;;16.36;2;7.71;11.21;;;8.72
MCOPED;2018;890975550;890970569;1;1;22;2;107;1418;3780;7;;2;;5.08;;0;0;1;1;7;4;4;;;2;;1;2;;2;7.16;2;3.83;6.9;;0.57;4.23
MCOPED;2018;900003039;900000365;1;1;19;6;302;2732;4821;8;8;10;8;11.38;11.29;1;1;;;14;3;;;;12;3;2;;;;15.76;4;4.45;;;;14.83
MCOPED;2018;910000272;910110014;1;1;9;2;114;992;2188;;;10;10;6.16;6.16;;;;;10;3;2;;;5;14;2;6;;2;12.05;4;4.02;4.55;0;0.15;7.06
MCOPED;2018;910000280;910019447;1;1;16;2;123;1225;4585;4;4;1;1;4.59;4.59;;;;;8;1;6;;1;5;3;3;7;;;9.53;;3.03;11.61;;0.07;3.62
MCOPED;2018;910000298;910110055;1;1;16;4;817;1074;2737;5;4;1;1;5.47;4.07;;;;;12;3;3;;;5;;;4;;;13.08;;3;5.47;;;4.4
MCOPED;2018;910000306;910110055;1;1;13;2;783;1184;2870;5;;4;;6.07;;1;1;0;0;12;2;7;;;4;7;3;2;;;17.12;1;4.1;7.1;;;5.25
MCOPED;2018;910020254;910002773;1;1;38;6;1246;3530;10245;8;8;9;8;6.79;6.68;1;1;0;0;20;6;15;0;2;12;4;0;5;0;2;23.41;2;5.73;18.09;0;3.02;10.68
MCOPED;2018;910300219;910003888;1;0;0;0;0;457;1495;;;;;6;1;0;0;0;0;;;;;;;;;;;;15;;4.3;10.41;;0.47;3.87
MCOPED;2018;920000585;920026374;1;1;18;0;0;1651;3728;6;6;3;3;5.27;4.94;;;;;11;2;10;;;9;;;1;;2;11.04;5;2.65;9.76;;0.58;9.97
MCOPED;2018;920000643;920150034;1;1;19;2;847;874;2746;6;6;5;5;7.28;7.28;1;;1;;5;2;6;;;1;2;1;;;;5.85;;2.94;5.25;;;1
MCOPED;2018;920000684;920150091;1;0;32;;0;768;5368;11;2;2;1;9.99;2.3;;;;;43;15;30;;;27;6;1;3;;;34.99;4;7.43;22.82;;0.25;27.25
MCOPED;2018;920100013;750712184;1;1;30;3;859;2295;5777;3;3;17;17;10.12;10.12;1;1;1;1;21;1;11;0;1;9;0;0;1;0;1;19.29;1;1;10.59;0;0.92;9.97
MCOPED;2018;920100021;750712184;1;;6;2;663;3133;6300;10;2;8;4;6.19;3.3;;;;;6;;;;;3;5;;;;;5.82;2;;;;;5.92
MCOPED;2018;920100047;750712184;1;1;16;5;1236;3311;6943;7;7;2;2;8;8;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCOPED;2018;920100054;750712184;1;0;39;5;1886;875;7724;4;2;10;9;10.86;7.19;1;1;1;1;38;6;20;9;1;33;8;0;3;3;2;43.55;3;4.78;19.55;12.73;2.57;36.26
MCOPED;2018;930000286;930021480;1;1;18;2;4054;1616;5144;6;6;5;4;8.19;8.1;1;1;1;1;14;5;3;;2;13;;;;;;12.64;;4.53;0.28;;1.1;10.8
MCOPED;2018;930000302;930110036;1;1;20;3;446;1907;4581;6;6;6;6;7.98;7.98;1;1;0;0;12;;11;;;6;3;;;;2;13.78;;;10.15;;1.07;6.26
MCOPED;2018;930000328;930110051;1;1;30;2;1836;2697;8196;1;;7;;7.16;;;;;;27;3;13;;1;;5;1;4;;1;24.41;;4;12.41;;0.91;
MCOPED;2018;930000336;930110069;1;1;33;4;2811;2759;10045;8;;2;;8.1;;1;1;0;;24;3;25;0;0;4;1;1;2;1;0;23.8;3;3.5;25.8;0.5;0;4.95
MCOPED;2018;930100045;750712184;1;;24;8;1775;2779;8808;12;12;28;22;27.6;25.6;1;;0;;36;1;8;;;17;3;1;1;;1;51.4;9;4;9.3;;0.7;30
MCOPED;2018;940000573;940110018;1;1;52;5;2051;5390;15008;13;12;9;9;15.02;13.24;1;1;1;1;25;4;11;0;0;11;4;2;2;0;4;27.19;8;5.29;12.38;0.4;2.12;18.27
MCOPED;2018;940000599;940110042;1;1;74;6;934;4088;11213;15;13;7;6;14.84;12.8;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2018;940000649;940150014;1;1;38;5;1104;3882;8067;6;5;10;4;9.77;5.52;0;0;1;1;34;14;28;;;7;6;3;10;1;1;34.76;1;12.7;31.49;1;0.71;7.91
MCOPED;2018;940000664;940160013;1;0;22;8;2701;1182;5334;13;13;2;2;13.89;13.89;;;;;48;9;4;;2;35;5;1;;;;50.45;2;8.76;4.63;;2;33.45
MCOPED;2018;940100043;750712184;1;1;10;8;4750;7889;30723;6;6;6;4;8.4;7.5;;;;;1;16;;;;3;5;;;;;5.14;3;16;;;;4.9
MCOPED;2018;950000307;950110015;1;1;21;2;570;2518;4811;3;3;7;4;5.75;4.89;1;1;0;0;13;1;7;0;0;4;4;0;0;2;2;13.84;1;1;6.33;1;1;5.48
MCOPED;2018;950000315;950001370;1;0;18;1;171;1669;3907;;;12;11;5.26;4.56;1;1;0;0;15;1;1;;;4;3;2;1;;1;14.31;1;2.01;1.45;;0.51;4.38
MCOPED;2018;950000323;950013870;1;1;25;5;550;2201;6088;3;3;7;5;5.19;5.08;1;1;1;1;9;2;8;;1;5;3;3;7;;1;9.16;9;4.69;10.03;;1.3;9.48
MCOPED;2018;950000331;950110049;1;1;49;4;1041;4159;10125;5;5;15;13;8.4;7.97;;;;;21;3;15;0;1;6;10;3;11;0;0;24.62;5;5.58;21.99;0;1;8.54
MCOPED;2018;950000364;950110080;1;1;42;5;241;3977;9245;9;9;5;5;8.39;8.39;;;;;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2
MCOPED;2018;950630012;750721334;1;;5;;0;252;1252;1;1;;;0.65;0.65;1;1;;;3;;;;;;1;;;;;3.4;;;;;;
MCOPED;2018;970100392;970100178;1;0;14;4;290;626;1912;5;5;5;5;5.63;5.63;1;1;0;0;19;10;;;;11;7;2;1;;;18.65;14;9.1;0.8;;;20.2
MCOPED;2018;970100400;970100186;1;0;6;0;0;379;830;0;0;2;2;0.39;0.39;0;0;1;1;4;8;0;0;0;0;0;2;0;0;0;3.2;0;9.4;0;0;0;0
MCOPED;2018;970100442;970100228;1;;19;10;1015;2881;7164;4;4;2;2;5;5;;;;;16;9;19;0;1;10;;;;;;16;;9;19;0;1;10
MCOPED;2018;970211223;970211207;1;0;14;2;6;333;910;3;;;;2.8;;;;;;8;1;;;;16;;;;;;8;;1;;;;15.4
MCOPED;2018;970211256;970211207;1;;49;12;1282;4613;15024;19;;;;15.6;;;;;;20;11;;;;5;;;;;;15.06;;9.86;;;;5
MCOPED;2018;970300026;970302022;1;1;37;4;905;2424;10194;9;6;2;2;11.4;8.4;1;1;;;29;5;21;;1;15;1;;2;;;28.88;2;4.93;23.14;;1;16.09
MCOPED;2018;970300083;970302121;1;0;15;;0;1087;5578;51;12;1;;44.73;11.6;1;1;1;1;76;7;28;;1;195;;;3;;;61.85;6;5.56;28.48;;0.96;169.78
MCOPED;2018;970305637;970305629;1;0;11;;0;553;1840;3;3;;;3.04;3.04;0;0;1;1;6;1;8;;;3;;;;;;5.97;2;1.01;6.88;;;3.53
MCOPED;2018;970400024;970408589;1;1;59;11;2479;4072;15179;3;3;28;17;15.68;11.63;0;0;1;1;39;6;34;1;1;11;2;2;7;;;40.25;1;6.66;37.55;1;1;11.03
MCOPED;2018;970400057;970408589;1;1;52;5;1272;4395;14052;12;12;13;13;16.52;16.52;1;1;0;0;12;10;23;;;5;28;36;40;;5;24.13;29;23.88;36.72;;3.25;19.64
MCOPED;2018;970400065;970421038;1;1;24;0;0;2694;6197;5;4;9;9;6.36;5.7;1;1;0;0;15;4;0;0;0;22;4;4;0;0;1;14.91;6;7.6;0;0;0.5;25.09
MCOPED;2018;970400073;970403606;1;;8;0;0;967;1792;2;2;0;0;3.16;3.16;;;;;10;5;12;0;0;3;2;0;5;1;0;8.96;1;5.07;14.77;0.31;0;3.78
MCOPED;2018;970462024;970400255;1;0;6;;;;;4;;0;;4;;1;;0;;1;4;4;;;;0;2;4;;;1;;5.4;7.1;;;
MCOPED;2018;980500011;980500003;1;1;38;2;757;3189;16980;13;11;;;9.6;9.6;1;1;0;0;27;8;20;0;0;31;;;;;;32;;6;19.4;;0.9;29.6
MCOPED;2017;010000024;010780054;1;1;22;4;212;2010;4696;3;3;;;2.35;2.35;1;1;0;0;4;4;;;;2;6;12;7;;2;8.1;;10.37;6.81;;1.14;2.67
MCOPED;2017;010000032;010780062;1;1;4;1;32;683;1128;2;2;;;2;2;0;;1;;7;;2;;;5;;;1;;;6.98;1;;2.81;;;5.4
MCOPED;2017;010005239;010008407;1;0;15;1;78;1151;3398;0;0;5;4;2.76;2.66;;;1;1;3;3;5;0;0;2;0;1;8;0;1;3.91;0;3.24;9.61;0;0.04;1.82
MCOPED;2017;020000162;020000063;1;1;20;4;368;2359;4754;2;2;4;4;5.2;5.2;1;;1;;11;6;20;0;2;12;1;5;4;0;1;12.85;5;9.33;23.68;0;2.5;15.12
MCOPED;2017;020000394;020000253;1;1;16;1;34;938;2153;2;2;0;0;3.32;3.32;1;1;0;0;14;0;2;0;1;11;1;0;1;0;0;11.59;0;0;2.64;0;1;9.88
MCOPED;2017;020000519;020000261;1;1;15;;0;1474;3454;8;7;;;8;7;1;1;1;1;8;2;4;;;1;5;;2;;1;11.4;;2;5.5;;0.5;1
MCOPED;2017;020000535;020000287;1;0;4;0;0;190;767;;;2;2;0.37;0.37;1;1;0;0;3;2;2;;;;1;5;1;;;2.93;;3.03;2.48;;;
MCOPED;2017;020001061;020004404;1;;9;;102;629;1481;1;1;2;1;1.02;1.02;0;0;1;1;3;4;6;;;1;3;1;;;;3.56;;5.33;6;0.1;;1.27
MCOPED;2017;030000061;030780092;1;1;15;2;369;1136;2523;0;0;5;5;1.26;1.26;0;0;1;1;7;7;4;0;0;11;5;2;1;0;3;11.21;4;7.34;4.8;0;1.8;13.95
MCOPED;2017;030000079;030780100;1;1;34;0;0;2043;3304;5;5;2;2;5.8;5.8;0;0;1;1;14;10;20;;1;12;;;3;;;13.12;2;8.88;19.55;;1;13.43
MCOPED;2017;030000087;030780118;1;0;22;;0;2351;4952;4;4;4;4;4.19;4.19;0;0;1;1;11;5;17;;1;9;4;2;1;;;13.06;1;6.02;16.6;;1;9.7
MCOPED;2017;040000093;040780215;1;0;8;;0;1004;1720;1;1;3;3;2.57;2.57;0;0;1;1;1;3;;;;4;1;3;;;;1.8;6;4.76;;;;8.58
MCOPED;2017;040000911;040788879;1;;2;0;0;53;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;
